"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2023972433670107522","@Pulcys no way he followed him to Miami","en","Reply","Clavicular Updates","Clav0Updates","104","0","0","0","1","0","2026-02-17 23:06:46","https://x.com/Clav0Updates/status/2023972433670107522","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023961146642907376","Clavicular successfully LOOKSMAXXES a homeless person, raising him a full 1 PSL 👀🔥 https://t.co/8XS5PQdSKY","en","Tweet","Clavicular Updates","Clav0Updates","29086","11","18","1","729","83","2026-02-17 22:21:55","https://x.com/Clav0Updates/status/2023961146642907376","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023960556571381761/vid/avc1/1280x720/WlmbbIiB9blzzlZo.mp4?tag=21"
"2023948495518847429","@jt0hny stacymaxx","pl","Reply","Clavicular Updates","Clav0Updates","137","1","0","0","0","0","2026-02-17 21:31:39","https://x.com/Clav0Updates/status/2023948495518847429","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023923158559191369","Clavicular was DYING after this homeless guy randomly started DISSING N3ON 😭 https://t.co/5GbwAvndc8","en","Tweet","Clavicular Updates","Clav0Updates","92634","45","70","4","2830","431","2026-02-17 19:50:58","https://x.com/Clav0Updates/status/2023923158559191369","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023922630043312128/vid/avc1/1280x720/ovo-AL3ldB25AqAs.mp4?tag=21"
"2023921412344308103","@Sneak0o https://t.co/tJjvffCchT","qme","Reply","Clavicular Updates","Clav0Updates","10528","0","2","0","192","4","2026-02-17 19:44:02","https://x.com/Clav0Updates/status/2023921412344308103","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","animated_gif","https://video.twimg.com/tweet_video/HBZpy7AbcAAaZLN.mp4"
"2023919305872584822","This homeless guy was in utter shock after Clavicular asked if he partakes in JESTERGO*NING 💀

“to quote Rakai here… do you be beatin yo shi”  https://t.co/BlhskYQZjR","en","Tweet","Clavicular Updates","Clav0Updates","38481","19","11","1","688","108","2026-02-17 19:35:39","https://x.com/Clav0Updates/status/2023919305872584822","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023918555931217920/vid/avc1/1280x720/8Fj8cpjiTDbCXDt7.mp4?tag=21"
"2023915722074976721","Clavicular was SPEECHLESS after he walked in to see one of the workers WATCHING HIS PODCAST 😳👀 https://t.co/LyIMaZS5cA","en","Tweet","Clavicular Updates","Clav0Updates","29666","8","9","0","454","62","2026-02-17 19:21:25","https://x.com/Clav0Updates/status/2023915722074976721","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023915193135140866/vid/avc1/1280x720/uOExM-6CMA15C1Ih.mp4?tag=21"
"2023914039773196421","Clavicular was SHOCKED after the homeless guy he was going to looksmaxx said that he was a FAN 😭 https://t.co/gIwUcwGFCJ","en","Tweet","Clavicular Updates","Clav0Updates","42590","15","18","3","770","125","2026-02-17 19:14:44","https://x.com/Clav0Updates/status/2023914039773196421","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023913408027127810/vid/avc1/1280x720/9d3lB5XLXkP9PGbM.mp4?tag=21"
"2023900788821569993","Clavicular reacts to TWITCH STREAMERS finally reacting to him after they tried BLACKBALLING him  

“What choice do you have motherf*cker” https://t.co/VCFQsuZ0k9","en","Tweet","Clavicular Updates","Clav0Updates","36613","9","13","1","860","93","2026-02-17 18:22:04","https://x.com/Clav0Updates/status/2023900788821569993","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023900064695889920/vid/avc1/1280x720/eZwvWy8uW4WkWZim.mp4?tag=21"
"2023896791100403882","Clavicular gifted his security guard Joe a ROLEX after being walking away with  $15k from a failed hit piece interview 👀❤️‍🩹 

(Via @Kick_Champ ) https://t.co/totdM0OKz7","en","Tweet","Clavicular Updates","Clav0Updates","491915","100","122","12","5960","592","2026-02-17 18:06:11","https://x.com/Clav0Updates/status/2023896791100403882","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023895814486323201/vid/avc1/1440x1080/7ZFQlNL23GHFIDn9.mp4?tag=21"
"2023892892801224944","Brianna Chickenfry &amp; Logan Paul give Clavicular props for TAKING OVER the internet and Briana reveals that Clav was actually her SECURITY GUARD when he was 17 years old 🔥👀

“He was my security guard 3 years ago…” https://t.co/vt6YQdCjkv","en","Tweet","Clavicular Updates","Clav0Updates","733160","53","43","8","2576","868","2026-02-17 17:50:42","https://x.com/Clav0Updates/status/2023892892801224944","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023890580821229568/vid/avc1/1270x720/g6BQ4AEA6IQlMQif.mp4?tag=21"
"2023888546898264554","@Kick_Champ brutal dancepill tbh","en","Reply","Clavicular Updates","Clav0Updates","6356","0","0","0","60","0","2026-02-17 17:33:26","https://x.com/Clav0Updates/status/2023888546898264554","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023878632989769728","Adam Friedland was ABSOLUTELY STUNNED after Clavicular said you should use your STUDENT LOANS to get PLASTIC SURGERY 😭👀

“Misappropriating the funds is really not gonna get you in that much trouble” https://t.co/TS1qnYlrFC","en","Tweet","Clavicular Updates","Clav0Updates","263504","22","88","25","3128","575","2026-02-17 16:54:02","https://x.com/Clav0Updates/status/2023878632989769728","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023877727103889408/vid/avc1/982x720/3iHlnZhK7z-amPEb.mp4?tag=21"
"2023853169739264469","@Pulcys does drago know about this?","en","Reply","Clavicular Updates","Clav0Updates","458","2","0","0","17","0","2026-02-17 15:12:51","https://x.com/Clav0Updates/status/2023853169739264469","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023852851475488776","Clavicular tells Adam Friedland his thoughts on MrBeast saying he’d be the next big streamer and shares his views on the recent TeamWater controversy 👀🔥

“people call into question the budgeting not being the greatest”
 https://t.co/LZEb9ha2lN","en","Tweet","Clavicular Updates","Clav0Updates","21322","6","6","1","246","42","2026-02-17 15:11:35","https://x.com/Clav0Updates/status/2023852851475488776","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023851099526983680/vid/avc1/948x720/vh7NUMmncthgHjoO.mp4?tag=21"
"2023851488381141353","@MoreCheesur damn Cheese have some sympathy 💔💔","en","Reply","Clavicular Updates","Clav0Updates","1392","1","0","0","6","0","2026-02-17 15:06:10","https://x.com/Clav0Updates/status/2023851488381141353","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023813756892180530","Adam Friedland was in SHOCK hearing Clavicular explain the ORIGIN of the word “mog” 😭

“Mogging is just outperforming them, looking better than them, and just sort of dominating… ” https://t.co/eTVHeTOcy6","en","Tweet","Clavicular Updates","Clav0Updates","256045","53","53","20","2209","663","2026-02-17 12:36:14","https://x.com/Clav0Updates/status/2023813756892180530","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023812509199986691/vid/avc1/962x720/Z6i0D7j1GcG2qJhY.mp4?tag=21"
"2023692879151968522","Clavicular explains to Adam Friedland the origins of his rating system &amp; why facial aesthetics have been OBJECTIVE for centuries 😳👀

“a lot of it is attractiveness surveys, scientists determining the most ideal measurement… It’s all very objective” https://t.co/QSKK1pm2v4","en","Tweet","Clavicular Updates","Clav0Updates","68330","17","20","2","721","245","2026-02-17 04:35:55","https://x.com/Clav0Updates/status/2023692879151968522","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023691221403574272/vid/avc1/968x720/SA8CCZumooDZ0IEn.mp4?tag=21"
"2023617841744801846","@Kaizerrev brutal","no","Reply","Clavicular Updates","Clav0Updates","1666","0","0","0","97","2","2026-02-16 23:37:45","https://x.com/Clav0Updates/status/2023617841744801846","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023606659541856568","@MoreCheesur cheese knows best","en","Reply","Clavicular Updates","Clav0Updates","545","1","0","0","15","0","2026-02-16 22:53:19","https://x.com/Clav0Updates/status/2023606659541856568","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023604902526611521","@jt0hny Larry wyd bro","en","Reply","Clavicular Updates","Clav0Updates","1027","0","1","0","18","0","2026-02-16 22:46:20","https://x.com/Clav0Updates/status/2023604902526611521","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023600209029107816","Clavicular’s best friend Drago speaks about how he met Clavicular for the first time &amp; says how proud he is for all the success he’s had recently 🤞❤️‍🩹

“I’m really proud of him… He’s just a hard working individual” https://t.co/neKqhabIv6","en","Tweet","Clavicular Updates","Clav0Updates","53975","29","20","2","1150","227","2026-02-16 22:27:41","https://x.com/Clav0Updates/status/2023600209029107816","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023597646628409344/vid/avc1/1280x720/hVrLAUk_by_6bkrV.mp4?tag=21"
"2023557623132668400","Adapt praises Clavicular for his recent success and starts CRASHING OUT while speaking about the captions to his clips 😭

“What are some of these new words being invented?” https://t.co/ZIubVfECrS","en","Tweet","Clavicular Updates","Clav0Updates","83073","25","20","1","1947","308","2026-02-16 19:38:27","https://x.com/Clav0Updates/status/2023557623132668400","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023556123098595328/vid/avc1/720x736/ePIzdVXBNuUFESKf.mp4?tag=21"
"2023472559292059652","ASU students dedicated a MEMORIAL to Clavicular after his brutal FRAMEMOG from the ASU frat leader 🕊️😭 https://t.co/ZdxNdinAWt","en","Tweet","Clavicular Updates","Clav0Updates","42301","25","72","6","1814","134","2026-02-16 14:00:27","https://x.com/Clav0Updates/status/2023472559292059652","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023464685258031105/vid/avc1/960x720/Sz7wy0DvRj_E2U6G.mp4?tag=21"
"2023444237279179250","Androgenic DEFENDS Clavicular after he was brutally FRAMEMOGGED, saying frame doesn’t matter as much because he’s focused on facial aesthetics 🤞👀
 https://t.co/FZVQZzb9Ql","en","Tweet","Clavicular Updates","Clav0Updates","18575","15","7","3","271","40","2026-02-16 12:07:54","https://x.com/Clav0Updates/status/2023444237279179250","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023442975104303104/vid/avc1/720x702/sG7NV4vqxn0R_3Yq.mp4?tag=21"
"2023291562529059007","@Kick_Champ L Yap","tr","Reply","Clavicular Updates","Clav0Updates","3323","1","3","1","384","0","2026-02-16 02:01:14","https://x.com/Clav0Updates/status/2023291562529059007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023230409253798134","Clavicular tells Sneako how he KNEW the reporter that paid him $15k to interview him was associated with Peter Thiel &amp; questions why people continuously try tying him into politics 😮🔥
https://t.co/o1t78ZaEZc","en","Tweet","Clavicular Updates","Clav0Updates","174383","39","69","11","1346","370","2026-02-15 21:58:14","https://x.com/Clav0Updates/status/2023230409253798134","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023229094058500096/vid/avc1/1280x720/36PeoNkoPTwuP23f.mp4?tag=21"
"2023224733727175119","Clavicular mentions that a content house is in the works once he’s back in Miami 

Looksmaxxers Androgenic and Zeta are rumored to be coming to Miami soon 👀
 https://t.co/1OkYORDmWq","en","Tweet","Clavicular Updates","Clav0Updates","34237","14","11","2","536","48","2026-02-15 21:35:40","https://x.com/Clav0Updates/status/2023224733727175119","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023223953884672000/vid/avc1/1280x720/CdHxBYBJyUWOaUpa.mp4?tag=21"
"2023223507132293149","Clavicular KICKED OUT this JESTER reporter not even 19 minutes into their interview after exposing her for having ties to PETER THIEL 😳👀 https://t.co/FlFXunu636","en","Tweet","Clavicular Updates","Clav0Updates","364760","180","291","38","6863","1336","2026-02-15 21:30:48","https://x.com/Clav0Updates/status/2023223507132293149","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023223036975980544/vid/avc1/1280x720/OPKTFWZ6RpYEDuBp.mp4?tag=21"
"2023222085623898241","@Pulcys Feds tryna infiltrate","en","Reply","Clavicular Updates","Clav0Updates","1727","1","2","0","167","1","2026-02-15 21:25:09","https://x.com/Clav0Updates/status/2023222085623898241","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023220934669127697","Clavicular starts GOING OFF on a podcast host who tried accusing him of being associated with Peter Thiel 😳

“You’re a piece of sh*t, your a sh*t reporter… you’re working with these shady people” https://t.co/uEH8oSrCCk","en","Tweet","Clavicular Updates","Clav0Updates","512754","116","92","33","1992","654","2026-02-15 21:20:35","https://x.com/Clav0Updates/status/2023220934669127697","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023219937825992704/vid/avc1/1280x720/w160b3Vpt2NJF0Pn.mp4?tag=21"
"2023196991984189687","Clavicular posts Google search trends showing that he is the most-searched public figure, ahead of people like:

- IShowSpeed
- Kai Cenat
- Charli xcx
- Kylie Jenner
- Timotheé Chalamet 

The biggest streamer in the world 👀🔥 https://t.co/WuyWfAYJ3A","en","Tweet","Clavicular Updates","Clav0Updates","16536","11","12","3","362","25","2026-02-15 19:45:26","https://x.com/Clav0Updates/status/2023196991984189687","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/HBPW8JoWUAAQoTY.jpg
https://pbs.twimg.com/media/HBPW8KHaYAAmoy7.jpg
https://pbs.twimg.com/media/HBPW8KJasAACxm3.jpg"
"2023181929366085770","@neverlie in one ear out of the other","en","Reply","Clavicular Updates","Clav0Updates","1704","0","1","0","41","0","2026-02-15 18:45:35","https://x.com/Clav0Updates/status/2023181929366085770","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023173924515938573","Clavicular GOES OFF, saying online dating is H*LL and that women treat dating apps like a VIDEO GAME to farm attention and dopamine from men 😳💔

“You think I want to talk about your f*ckin hobbies?!” https://t.co/AiR4GNGgmz","en","Tweet","Clavicular Updates","Clav0Updates","151756","50","111","14","2285","614","2026-02-15 18:13:47","https://x.com/Clav0Updates/status/2023173924515938573","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023173117066301440/vid/avc1/720x962/KE4iHLoAledtc6Jn.mp4?tag=21"
"2023157172193071529","@jt0hny minor setback","en","Reply","Clavicular Updates","Clav0Updates","8965","0","0","0","62","1","2026-02-15 17:07:12","https://x.com/Clav0Updates/status/2023157172193071529","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2023145702747193504","Clavicular officially returns to training and recruits MAX PRESTIGE MOGGER Andrew Tate to provide backup for Androgenic in World War Mog against ASU frat leader Varis 👀
 https://t.co/siZACMkWVc","en","Tweet","Clavicular Updates","Clav0Updates","16512","6","4","3","283","37","2026-02-15 16:21:38","https://x.com/Clav0Updates/status/2023145702747193504","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023144561355390976/vid/avc1/720x864/7kKBcNJiw35BU_oK.mp4?tag=21"
"2023080679492464698","Clavicular was STUNNED after Andrew Tate AURAMOGGED him and left like it was a GTA 5 cutscene 😭 https://t.co/OLMCT1kxNR","en","Tweet","Clavicular Updates","Clav0Updates","253769","26","84","1","4488","767","2026-02-15 12:03:15","https://x.com/Clav0Updates/status/2023080679492464698","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2023079957627379712/vid/avc1/1280x718/nIL6nzq6gNSTYAg6.mp4?tag=21"
"2022912285287813345","@Kaizerrev @NickJFuentes embarrassing levels of jestermaxxing","en","Reply","Clavicular Updates","Clav0Updates","5646","1","0","0","200","2","2026-02-15 00:54:07","https://x.com/Clav0Updates/status/2022912285287813345","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2022909220266365004","@Kaizerrev Brutal 😭","no","Reply","Clavicular Updates","Clav0Updates","7603","0","0","0","79","0","2026-02-15 00:41:56","https://x.com/Clav0Updates/status/2022909220266365004","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2022905028697297040","This jester was in ABSOLUTE SHAMBLES after his girl chose Clavicular over their 1 year relationship 💔💀 https://t.co/VO17V5GGwJ","en","Tweet","Clavicular Updates","Clav0Updates","31671","42","14","6","548","134","2026-02-15 00:25:17","https://x.com/Clav0Updates/status/2022905028697297040","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022904528614432768/vid/avc1/1280x720/DCJ9tLep3z_wRmz0.mp4?tag=21"
"2022900975087104162","@Kaizerrev bye bye","ht","Reply","Clavicular Updates","Clav0Updates","1706","0","0","0","76","0","2026-02-15 00:09:10","https://x.com/Clav0Updates/status/2022900975087104162","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2022874556214448251","Clavicular explains to Andrew Tate why men must ASCEND by ANY MEANS NECESSARY and gives Tate some insight into his core ideology 😮👀

“We live in a f*cked society… You have to take extraordinary steps because we live in extraordinary times” https://t.co/oUJqNuTlUB","en","Tweet","Clavicular Updates","Clav0Updates","25456","9","39","1","612","176","2026-02-14 22:24:12","https://x.com/Clav0Updates/status/2022874556214448251","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022873301412966400/vid/avc1/1280x720/BDNER4zukhV23ASd.mp4?tag=21"
"2022873402240065613","@ClavicularNews movie scene","en","Reply","Clavicular Updates","Clav0Updates","2190","1","0","0","78","0","2026-02-14 22:19:36","https://x.com/Clav0Updates/status/2022873402240065613","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2022872630446186519","Andrew Tate explains to Clavicular how WOMEN &amp; the modern feminism movements have RUINED western society 😳👀 https://t.co/PI36CCIHXc","en","Tweet","Clavicular Updates","Clav0Updates","18745","20","87","7","640","215","2026-02-14 22:16:32","https://x.com/Clav0Updates/status/2022872630446186519","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022871987798884352/vid/avc1/1280x720/NoOQR4_yH94bZ24I.mp4?tag=21"
"2022870378880864306","Andrew Tate explains why it’s UNACCEPTABLE to be AVERAGE and that being average was never an option during any age of history 😮🔥 https://t.co/w88gBpiD4M","en","Tweet","Clavicular Updates","Clav0Updates","11490","2","23","0","368","95","2026-02-14 22:07:36","https://x.com/Clav0Updates/status/2022870378880864306","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022869520050774016/vid/avc1/1280x720/Dkw3e0-XRBaVVfo6.mp4?tag=21"
"2022866704204714475","Clavicular DEFENDS Sneako after Andrew Tate DISSED him for dressing up like a girl at a fashion show 😳 https://t.co/mkZnkYDx7w","en","Tweet","Clavicular Updates","Clav0Updates","22117","21","26","1","339","67","2026-02-14 21:52:59","https://x.com/Clav0Updates/status/2022866704204714475","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022866213593133056/vid/avc1/1280x720/Y5L8_pqk8A2IS4KO.mp4?tag=21"
"2022861312523444695","Clavicular goes OFF on model Liv Schmidt for being two faced after she DISSED Andrew Tate despite begging him for a picture earlier 😳 https://t.co/PixPvOLccf","en","Tweet","Clavicular Updates","Clav0Updates","33425","17","27","5","792","139","2026-02-14 21:31:34","https://x.com/Clav0Updates/status/2022861312523444695","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022860430834552832/vid/avc1/1280x720/LCk3d08S4BTfF_ni.mp4?tag=21"
"2022860987322212471","Andrew Tate says the only time he has fun is when he’s MOGGING and promises Clavicular that he’s going to help him MOG the ASU frat leader in every way 😭👀 https://t.co/vdVS9Rpauy","en","Tweet","Clavicular Updates","Clav0Updates","51997","23","31","5","1386","226","2026-02-14 21:30:16","https://x.com/Clav0Updates/status/2022860987322212471","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2022860332944007168/vid/avc1/1280x720/weJHzCspkEZG9GbU.mp4?tag=21"
